Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,Bank Accounts Open,Overdraft Protection,Credit Rating,Credit Cards Held,Homes Owned,Household Size,Own Your Home,Average Balance
15413,No,Points,Letter,Low,1,No,Medium,1,1,4,No,917.75
15414,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,No,1133
15415,No,Cash Back,Letter,Low,1,No,Medium,3,1,5,Yes,1003.25
15416,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1041.75
15417,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,No,1121.5
15418,Yes,Points,Postcard,Medium,2,No,Low,2,2,5,Yes,1148.25
15419,No,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,1175
15420,No,Cash Back,Letter,Medium,2,No,High,2,1,5,Yes,365.5
15421,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,1119
15422,No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,858.75
15423,No,Points,Letter,High,2,Yes,High,1,1,2,Yes,1074.75
15424,No,Points,Postcard,High,2,No,Medium,1,2,3,No,829.75
15425,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,744
15426,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,1201.75
15427,No,Points,Letter,Medium,1,No,Low,3,1,1,No,1263.75
15428,No,Cash Back,Letter,Low,1,No,Medium,1,1,2,Yes,1209.5
15429,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1467.5
15430,No,Cash Back,Postcard,Low,1,Yes,High,2,1,2,Yes,259
15431,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,1030.75
15432,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,729.75
15433,No,Cash Back,Letter,Low,2,No,Low,1,1,2,No,1237.25
15434,No,Points,Letter,High,1,No,Low,2,2,1,Yes,1242.75
15435,No,Cash Back,Postcard,High,1,Yes,Low,1,1,5,Yes,1752.75
15436,No,Cash Back,Letter,High,1,No,Medium,2,1,2,No,973.75
15437,No,Air Miles,Postcard,Low,1,Yes,High,1,1,5,Yes,763.5
15438,No,Cash Back,Letter,High,1,No,Low,3,1,4,Yes,241
15439,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,752.5
15440,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1053
15441,No,Air Miles,Postcard,High,1,No,Low,1,1,6,Yes,883.25
15442,No,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1189.5
15443,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,730
15444,No,Points,Letter,Medium,1,Yes,Medium,2,1,5,No,1241.75
15445,No,Air Miles,Postcard,Low,1,No,Low,2,1,5,No,1379
15446,No,Cash Back,Postcard,High,1,No,High,2,1,2,Yes,929.25
15447,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,No,1295.5
15448,No,Air Miles,Postcard,Low,2,No,Low,3,1,4,Yes,644
15449,No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,No,953.25
15450,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,1095
15451,No,Air Miles,Postcard,Medium,1,No,Low,2,2,2,Yes,1085
15452,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,1053.75
15453,No,Cash Back,Letter,Medium,2,No,High,2,1,4,Yes,978
15454,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,195.25
15455,No,Points,Postcard,Medium,2,No,Medium,2,1,2,No,611.75
15456,No,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,697.75
15457,No,Points,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1281
15458,No,Air Miles,Letter,High,2,No,High,3,2,4,Yes,1302.25
15459,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,790.75
15460,No,Air Miles,Letter,High,1,Yes,High,1,2,3,Yes,1273.75
15461,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,1019.5
15462,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,954.75
15463,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,2,Yes,969.5
15464,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,766.25
15465,No,Cash Back,Letter,High,1,No,Medium,3,1,3,No,729.5
15466,No,Air Miles,Letter,High,1,No,Low,2,1,5,No,1052.5
15467,No,Cash Back,Postcard,Low,1,No,Low,4,1,4,No,1171.75
15468,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,971.75
15469,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,1216
15470,No,Points,Letter,Medium,2,No,High,3,1,4,Yes,1171
15471,No,Points,Letter,Medium,1,No,Medium,3,1,3,No,1027.5
15472,Yes,Points,Postcard,High,1,No,High,3,1,2,No,1113.75
15473,No,Cash Back,Postcard,Medium,1,No,Low,3,1,1,Yes,1256.5
15474,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,969.5
15475,No,Points,Letter,Low,3,No,High,1,1,5,Yes,273
15476,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,774.5
15477,No,Cash Back,Letter,Medium,3,No,Medium,1,1,4,Yes,1249.25
15478,No,Air Miles,Postcard,High,2,Yes,Low,4,1,3,Yes,933
15479,No,Cash Back,Postcard,Medium,2,Yes,Medium,3,1,2,No,1813
15480,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,266.5
15481,No,Points,Postcard,High,2,Yes,Low,1,2,3,No,1249.75
15482,No,Air Miles,Letter,Low,1,No,Medium,2,2,3,No,1697.5
15483,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,1026.5
15484,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,936.25
15485,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,336.75
15486,No,Air Miles,Postcard,High,3,No,Low,1,1,3,Yes,866
15487,No,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,178
15488,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,970.25
15489,No,Air Miles,Postcard,High,1,No,High,2,1,1,Yes,728.25
15490,Yes,Points,Postcard,Low,2,No,Low,2,1,4,Yes,168.75
15491,No,Cash Back,Postcard,High,2,No,Medium,1,1,3,No,792.75
15492,No,Air Miles,Postcard,High,1,No,High,1,1,3,No,713.75
15493,No,Points,Letter,High,2,No,High,2,2,3,Yes,631.5
15494,No,Points,Postcard,Low,1,No,High,3,1,4,Yes,165.75
15495,No,Points,Letter,High,1,No,High,2,1,3,Yes,1090.25
15496,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,No,1090.5
15497,No,Points,Postcard,Medium,3,No,Medium,3,2,5,No,986
15498,No,Points,Postcard,High,1,No,Low,2,1,3,No,1065.25
15499,No,Cash Back,Postcard,Medium,1,No,Low,3,2,5,Yes,1254.75
15500,No,Cash Back,Postcard,Medium,1,Yes,High,2,2,5,Yes,279.25
15501,No,Points,Letter,Medium,2,No,Medium,1,2,6,Yes,937.75
15502,No,Air Miles,Postcard,Low,1,No,High,1,1,5,No,925.25
15503,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,No,1066.5
15504,No,Points,Letter,High,1,Yes,Low,2,1,3,Yes,310.75
15505,No,Points,Letter,Low,1,No,High,2,1,3,No,1271.5
15506,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1032.75
15507,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,957.5
15508,No,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,1214.25
15509,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,392.75
15510,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,746.75
15511,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,No,1095.75
15512,No,Air Miles,Letter,High,1,No,Low,2,1,2,No,965
15513,No,Air Miles,Letter,Medium,1,No,Medium,1,2,4,No,1281.5
15514,No,Points,Letter,Low,2,No,High,1,2,3,Yes,1337.25
15515,No,Points,Letter,Medium,1,No,Low,2,1,1,No,1024.25
15516,No,Cash Back,Letter,Low,2,No,Low,4,1,4,No,1131.25
15517,No,Cash Back,Letter,High,2,No,High,1,1,3,Yes,960.25
15518,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1127.5
15519,No,Points,Postcard,Medium,1,No,Low,1,1,1,Yes,202.25
15520,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,829.25
15521,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1297.75
15522,No,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,900.75
15523,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,948.5
15524,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,No,986.25
15525,No,Air Miles,Letter,Medium,3,No,High,3,1,5,Yes,229.25
15526,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,Yes,1246.25
15527,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1240.25
15528,No,Points,Postcard,Medium,1,No,Medium,3,1,3,No,1090.25
15529,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,No,786.5
15530,No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,1386.25
15531,No,Points,Letter,Medium,1,No,High,1,1,3,No,1118.25
15532,No,Air Miles,Letter,High,2,No,Low,3,1,3,Yes,886.5
15533,No,Cash Back,Postcard,Medium,2,No,Low,1,3,5,Yes,1118
15534,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,998.75
15535,No,Points,Letter,High,1,No,High,1,1,3,No,1038.75
15536,No,Cash Back,Postcard,High,1,No,High,2,2,2,Yes,1093.75
15537,No,Cash Back,Postcard,Low,1,No,Low,2,2,4,Yes,818.5
15538,No,Points,Letter,High,1,No,High,1,1,3,Yes,1109.25
15539,No,Points,Postcard,Medium,1,Yes,High,2,1,3,No,295.5
15540,No,Cash Back,Postcard,High,1,No,Low,1,1,3,No,1035.75
15541,No,Cash Back,Letter,High,2,No,Low,2,2,4,Yes,1023
15542,No,Cash Back,Letter,High,2,No,High,1,1,5,Yes,975.75
15543,No,Points,Postcard,Medium,2,No,High,2,2,2,Yes,1122
15544,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,No,326.5
15545,No,Air Miles,Postcard,Low,1,No,Low,2,1,5,Yes,1108.75
15546,No,Air Miles,Letter,Medium,1,No,High,2,1,5,No,1093.5
15547,No,Points,Postcard,High,2,No,Medium,1,1,4,Yes,1287.25
15548,No,Points,Postcard,Medium,1,No,High,3,2,3,Yes,127.25
15549,No,Points,Letter,Low,1,No,Medium,2,2,4,No,1712.25
15550,Yes,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,987
15551,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1001.5
15552,No,Points,Postcard,High,1,No,Low,3,2,3,Yes,1310.5
15553,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,235
15554,No,Points,Letter,Low,1,No,High,4,2,2,No,943
15555,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,992.25
15556,No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,1080.75
15557,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,No,716.5
15558,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1077.5
15559,No,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1001.75
15560,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,955.5
15561,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,178.75
15562,No,Cash Back,Postcard,High,1,No,Medium,1,2,4,Yes,1802.25
15563,No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,1074.75
15564,No,Points,Postcard,Low,1,No,High,1,1,2,Yes,1187.75
15565,No,Cash Back,Letter,High,2,No,High,2,1,2,Yes,1362.75
15566,No,Air Miles,Postcard,Low,1,Yes,High,2,1,3,Yes,988
15567,No,Air Miles,Letter,Medium,2,No,Low,2,1,5,Yes,953.75
15568,No,Points,Letter,Medium,1,No,High,2,2,4,No,959
15569,No,Air Miles,Postcard,High,2,No,High,3,1,4,Yes,945.25
15570,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,966.5
15571,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,5,Yes,1312
15572,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1141
15573,No,Points,Letter,Low,1,Yes,Medium,3,1,4,No,1079.5
15574,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,930
15575,No,Points,Postcard,Medium,1,No,High,1,1,5,No,380.5
15576,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,No,1076.5
15577,No,Cash Back,Letter,Low,1,No,Medium,2,2,4,No,1092.25
15578,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1062
15579,No,Cash Back,Letter,Medium,1,No,High,4,1,4,Yes,1077
15580,No,Points,Postcard,Medium,1,No,Low,2,2,4,No,992.75
15581,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,1235.5
15582,No,Points,Postcard,High,1,No,High,2,1,5,Yes,1375
15583,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,976.5
15584,No,Air Miles,Letter,Low,2,No,Medium,1,2,2,Yes,1068.5
15585,No,Points,Postcard,High,1,No,Medium,3,1,3,No,1178.75
15586,No,Cash Back,Letter,Low,2,No,Low,2,1,5,No,1016
15587,No,Air Miles,Postcard,Low,2,No,Medium,3,1,1,No,1098.75
15588,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,925.75
15589,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1117.75
15590,No,Cash Back,Postcard,High,2,No,High,1,1,2,No,888.75
15591,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,695
15592,No,Cash Back,Letter,Medium,2,No,Medium,1,1,2,Yes,1050.5
15593,No,Points,Letter,Medium,1,No,Low,2,2,4,Yes,923.5
15594,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,886.5
15595,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1070
15596,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1114.75
15597,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,No,931
15598,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,971.75
15599,No,Air Miles,Postcard,High,1,No,Medium,2,2,3,Yes,821.75
15600,No,Points,Postcard,High,1,No,Low,3,1,3,No,1046.75
15601,No,Points,Letter,Medium,3,No,Low,3,1,4,Yes,648.75
15602,No,Cash Back,Letter,High,1,No,Low,3,1,4,Yes,969.5
15603,No,Points,Letter,Medium,1,No,Medium,4,1,2,Yes,1597.25
15604,No,Points,Letter,High,1,No,Medium,1,1,4,No,183.5
15605,No,Cash Back,Postcard,Low,1,No,High,1,1,4,No,1146.75
15606,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,Yes,976.5
15607,No,Points,Postcard,Low,1,No,High,1,1,2,Yes,986.25
15608,No,Points,Letter,Low,1,No,High,2,1,2,Yes,1071.75
15609,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,2271.5
15610,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,160.75
15611,No,Points,Postcard,Medium,2,Yes,Low,3,1,4,No,905.5
15612,No,Cash Back,Letter,High,2,No,High,1,1,3,No,949.25
15613,No,Cash Back,Postcard,High,1,Yes,Low,1,1,3,No,1309.25
15614,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,901
15615,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,5,Yes,1434.75
15616,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,5,Yes,963.75
15617,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,1102
15618,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,5,Yes,215.25
15619,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1072.5
15620,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,170
15621,No,Points,Letter,Medium,1,Yes,Low,1,2,4,Yes,1253
15622,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,Yes,1105.75
15623,No,Cash Back,Letter,High,2,No,High,1,1,4,No,1283.5
15624,No,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,842.75
15625,No,Cash Back,Postcard,Medium,1,No,High,2,1,6,Yes,715.25
15626,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,No,971.5
15627,No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1187.75
15628,No,Points,Postcard,Low,1,No,Low,2,1,6,No,1039.5
15629,No,Air Miles,Postcard,Medium,2,No,High,1,1,2,No,1025.5
15630,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,3,Yes,1211
15631,No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,988
15632,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,237.25
15633,No,Air Miles,Letter,Low,2,No,High,2,1,3,Yes,184.25
15634,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,6,No,1111.25
15635,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,3,Yes,224.75
15636,No,Points,Letter,Medium,2,No,High,1,1,5,Yes,1319.75
15637,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,260.75
15638,No,Cash Back,Letter,Medium,2,No,High,1,1,2,No,1298.75
15639,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1036
15640,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,No,1160.5
15641,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1040.5
15642,No,Air Miles,Postcard,High,1,Yes,Medium,2,1,4,Yes,980.5
15643,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1066.25
15644,No,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,1058.75
15645,No,Cash Back,Letter,High,1,Yes,High,2,1,4,No,338
15646,No,Cash Back,Postcard,High,2,No,Low,2,1,2,Yes,1135.25
15647,No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,1076.75
15648,No,Points,Letter,Medium,2,No,Medium,1,1,3,No,1202.75
15649,No,Air Miles,Letter,High,2,Yes,High,2,1,4,Yes,1037.25
15650,No,Cash Back,Letter,Low,1,No,Low,1,1,1,Yes,1107
15651,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,No,325.25
15652,No,Cash Back,Letter,Medium,2,No,Medium,2,1,4,Yes,270.75
15653,No,Points,Letter,High,1,No,Low,3,1,4,Yes,1047.5
15654,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,Yes,1443
15655,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,779
15656,No,Points,Letter,Low,1,No,Low,1,1,4,Yes,841.25
15657,No,Points,Postcard,Low,2,Yes,Low,2,2,5,Yes,291.25
15658,No,Points,Postcard,Medium,1,No,Low,2,2,4,No,1010
15659,No,Points,Postcard,Low,1,No,Medium,2,2,3,Yes,1000.5
15660,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,1168.25
15661,No,Points,Letter,High,2,No,High,2,1,5,No,1175.25
15662,No,Cash Back,Postcard,Low,2,No,Medium,1,1,4,No,907.75
15663,Yes,Points,Postcard,Low,2,No,Medium,2,1,4,No,853.75
15664,No,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,294.25
15665,No,Cash Back,Postcard,High,1,No,High,1,1,3,No,226.25
15666,No,Points,Letter,Medium,2,No,High,3,1,3,No,212
15667,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,1071
15668,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,No,1017.75
15669,No,Air Miles,Letter,Medium,2,No,High,1,1,6,Yes,232.5
15670,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,4,No,867.5
15671,No,Points,Postcard,Low,1,Yes,Medium,1,1,4,Yes,253
15672,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,287.25
15673,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,No,1159
15674,No,Cash Back,Postcard,Low,1,No,High,2,2,6,Yes,768.25
15675,No,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1018.75
15676,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,1281.5
15677,No,Cash Back,Letter,High,1,No,Low,2,1,2,No,645.5
15678,No,Cash Back,Letter,High,2,No,High,3,1,3,No,1250.5
15679,No,Air Miles,Postcard,Low,1,No,Low,3,1,4,Yes,1108.25
15680,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1345.75
15681,No,Points,Letter,Medium,1,No,Medium,2,1,4,No,1146.25
15682,No,Points,Letter,Low,1,No,Medium,3,2,2,Yes,775
15683,No,Points,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1087.5
15684,No,Points,Letter,High,2,No,Medium,1,1,4,No,1004.25
15685,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,664.5
15686,No,Points,Letter,Low,1,Yes,High,1,2,4,No,843
15687,No,Cash Back,Postcard,Medium,2,No,High,3,2,2,Yes,1727.5
15688,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,979.25
15689,No,Cash Back,Letter,High,1,No,High,3,2,4,Yes,1007.5
15690,No,Points,Letter,Low,1,No,Medium,1,2,5,Yes,308.5
15691,No,Points,Postcard,High,1,No,Low,3,1,3,Yes,1159
15692,No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,325.5
15693,No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,309.25
15694,No,Cash Back,Postcard,High,2,No,High,1,1,4,No,384.75
15695,No,Points,Postcard,High,1,No,Low,2,1,5,Yes,378.75
15696,No,Points,Letter,Low,2,No,High,1,1,4,No,1395.5
15697,No,Points,Letter,Medium,2,No,Low,4,1,4,No,1269.5
15698,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1026
15699,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,1105.75
15700,No,Points,Letter,Low,1,Yes,Medium,3,1,4,Yes,1311.75
15701,No,Air Miles,Letter,Medium,2,No,Medium,1,2,2,Yes,960.25
15702,No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,1188
15703,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,277.25
15704,No,Points,Postcard,High,1,No,Medium,2,1,2,Yes,1058.75
15705,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1237.5
15706,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,1414
15707,No,Points,Postcard,Low,2,No,Low,2,1,3,Yes,758.25
15708,No,Cash Back,Letter,High,2,No,High,1,1,2,Yes,0
15709,No,Points,Letter,Medium,1,No,Low,3,1,6,Yes,985.25
15710,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,1091.75
15711,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,311.25
15712,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1007
15713,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1016.25
15714,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,726.75
15715,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,1249.5
15716,No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,947.75
15717,No,Cash Back,Letter,Low,1,No,Medium,2,1,5,No,1240.25
15718,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1046.75
15719,No,Air Miles,Letter,Medium,2,No,Low,1,2,2,No,1390.75
15720,No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,4,Yes,1344.5
15721,No,Points,Postcard,Medium,1,No,Medium,2,1,5,Yes,699.75
15722,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,5,Yes,893
15723,No,Air Miles,Letter,Medium,1,No,High,1,1,5,No,1009.25
15724,No,Cash Back,Letter,Medium,2,No,Low,3,2,3,No,1233.75
15725,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,1066
15726,No,Cash Back,Letter,Low,1,No,Medium,1,1,3,Yes,1242.25
15727,Yes,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1195.75
15728,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1097.25
15729,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1879.25
15730,No,Points,Postcard,Low,2,No,High,4,1,4,No,969
15731,No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,1269.25
15732,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1026.75
15733,No,Points,Letter,Medium,2,Yes,Low,2,1,4,Yes,1011.5
15734,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,375.5
15735,No,Cash Back,Letter,Low,1,No,Medium,2,2,3,Yes,1232.5
15736,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1042.5
15737,No,Air Miles,Postcard,Medium,1,No,Low,3,2,4,Yes,716
15738,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1105.75
15739,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1077.25
15740,Yes,Points,Postcard,High,1,No,Low,4,2,2,Yes,1752.25
15741,No,Cash Back,Letter,High,1,No,Low,1,1,5,No,1010
15742,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1102
15743,No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,916.25
15744,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1118.25
15745,No,Cash Back,Letter,Medium,1,No,Low,2,2,4,No,953.5
15746,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,952.75
15747,No,Cash Back,Letter,Low,1,Yes,High,2,1,4,Yes,971.75
15748,No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1074.5
15749,No,Cash Back,Postcard,Medium,1,No,High,1,2,4,No,643.75
15750,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1127
15751,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,954
15752,No,Air Miles,Postcard,Medium,1,Yes,Low,3,1,2,Yes,1206
15753,No,Points,Postcard,Medium,1,No,Medium,1,2,4,Yes,567.5
15754,No,Points,Postcard,High,1,No,High,1,1,3,Yes,1137.5
15755,No,Points,Postcard,Medium,1,Yes,Medium,2,1,3,No,1885.25
15756,No,Cash Back,Postcard,High,1,No,Low,3,1,1,Yes,304.75
15757,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,241.75
15758,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1219.75
15759,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,3,No,883.75
15760,No,Cash Back,Postcard,High,2,Yes,Low,1,1,2,Yes,746.25
15761,No,Cash Back,Letter,High,1,No,High,1,1,4,No,1012
15762,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1000
15763,No,Air Miles,Letter,Medium,1,No,Low,4,2,5,Yes,598.75
15764,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,No,1213.5
15765,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1128.75
15766,No,Cash Back,Postcard,Low,1,Yes,High,2,1,5,Yes,1076.25
15767,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,1,No,713.25
15768,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,91
15769,No,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,1037.75
15770,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1147.5
15771,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,271.25
15772,No,Cash Back,Letter,Medium,2,No,Low,3,1,4,No,684.75
15773,No,Cash Back,Postcard,Medium,2,No,High,3,1,3,Yes,1007
