Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Points,3,Postcard,1,Medium,1,Medium,1,1,5,821.25
No,Points,3,Postcard,1,High,3,Medium,1,3,3,1036.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,782.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,3,133
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,989.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,4,1565.25
No,Cash Back,1,Letter,0,High,3,High,2,2,6,1729
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,1060.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1038.25
No,Air Miles,0,Postcard,1,Low,0,High,2,2,5,991.5
No,Points,3,Letter,0,Low,0,Medium,1,2,3,1070
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,3,1538.5
Yes,Points,3,Postcard,1,Medium,1,Low,0,1,4,1071
No,Points,3,Letter,0,Low,0,Low,0,1,2,985
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,1306.5
No,Cash Back,1,Postcard,1,Low,0,High,2,1,6,949
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,235
Yes,Points,3,Postcard,1,Medium,1,Medium,1,2,4,1256
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,5,1340.25
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,2,1223.75
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,4,660.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,4,3,822.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,2,991.5
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,4,1088.5
No,Cash Back,1,Postcard,1,High,3,High,2,3,3,1012.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,3,330.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,3,1219
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,926.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,968
No,Cash Back,1,Letter,0,Medium,1,High,2,3,4,1050.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,6,799.5
No,Points,3,Postcard,1,Medium,1,Low,0,1,3,744
No,Points,3,Letter,0,High,3,Medium,1,3,2,1285.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,1021
No,Points,3,Postcard,1,Medium,1,High,2,2,5,1003.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,1115.5
No,Air Miles,0,Letter,0,High,3,Medium,1,3,6,1079.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,734.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,6,1038.5
No,Points,3,Letter,0,High,3,High,2,1,1,771
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,797
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,1,1279
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,3,1366
No,Points,3,Letter,0,Medium,1,Medium,1,1,5,965
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1231
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,1426.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,1,1040
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,766.25
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1139.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,192.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,2,1210
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,1,939.75
Yes,Points,3,Letter,0,Medium,1,Low,0,3,3,1433.75
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,1174.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,5,1237
No,Air Miles,0,Postcard,1,Low,0,High,2,3,5,1249.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1085.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,780.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,811.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,290.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,4,1368.25
No,Points,3,Letter,0,Medium,1,Medium,1,3,4,211.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,773.5
No,Points,3,Letter,0,Medium,1,Low,0,2,2,858.5
No,Points,3,Letter,0,High,3,High,2,3,4,839
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,1038.5
No,Points,3,Letter,0,Medium,1,Low,0,1,5,1177
Yes,Air Miles,0,Postcard,1,High,3,Low,0,3,3,685.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1106.5
Yes,Points,3,Letter,0,Low,0,Low,0,4,3,975.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1046.5
No,Points,3,Letter,0,Medium,1,Medium,1,3,3,975.25
Yes,Points,3,Postcard,1,Low,0,Low,0,1,3,1262.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,6,1436.75
No,Points,3,Letter,0,Low,0,Medium,1,2,5,1152
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,149.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,5,1128.75
No,Cash Back,1,Letter,0,High,3,Low,0,1,3,1390.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,318.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1093.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,166
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,1277.5
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1123.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,4,253.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,844
No,Points,3,Letter,0,High,3,Low,0,4,3,1202.75
No,Points,3,Postcard,1,Low,0,Medium,1,2,4,292.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,629.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1084.75
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,1,5,1186.75
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,1026.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,5,1247.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,1122.5
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,1094.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1062.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,1,1202.5
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,218.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,5,905.25
No,Cash Back,1,Letter,0,High,3,Low,0,1,4,1146.75
No,Points,3,Letter,0,Low,0,Low,0,2,4,915
Yes,Points,3,Letter,0,Medium,1,Low,0,1,3,266
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,649
No,Air Miles,0,Letter,0,Medium,1,High,2,3,4,1038.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,6,211.5
Yes,Cash Back,1,Letter,0,Low,0,Low,0,1,5,1156
No,Cash Back,1,Postcard,1,Low,0,High,2,1,4,1767.25
No,Points,3,Letter,0,High,3,Low,0,2,4,999
No,Cash Back,1,Letter,0,High,3,High,2,3,4,790
No,Cash Back,1,Postcard,1,High,3,Low,0,4,4,957.75
No,Points,3,Letter,0,Medium,1,High,2,2,3,1384.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,1,257.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,705.75
No,Points,3,Postcard,1,Medium,1,High,2,2,4,948.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,1121.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,1390.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,1018.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,6,1162.25
No,Points,3,Letter,0,Medium,1,Medium,1,4,4,1064.5
No,Air Miles,0,Letter,0,High,3,High,2,3,4,1145.75
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,1186.75
No,Points,3,Postcard,1,High,3,Low,0,2,3,421.75
No,Points,3,Postcard,1,Low,0,High,2,2,3,725.75
No,Air Miles,0,Postcard,1,High,3,High,2,1,6,804
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1251.75
No,Cash Back,1,Letter,0,High,3,High,2,2,4,1099
Yes,Air Miles,0,Letter,0,High,3,High,2,2,2,1028
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,923.5
No,Points,3,Letter,0,High,3,High,2,2,3,941.5
No,Points,3,Letter,0,Low,0,High,2,2,3,287
No,Points,3,Letter,0,Medium,1,Low,0,2,5,1000
No,Cash Back,1,Letter,0,Medium,1,Medium,1,4,2,1273.75
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,1354
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,5,1166.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,1118.75
No,Air Miles,0,Letter,0,Medium,1,High,2,4,4,1065.25
No,Cash Back,1,Letter,0,High,3,High,2,3,4,339.25
No,Air Miles,0,Postcard,1,Low,0,High,2,3,6,1678
No,Air Miles,0,Letter,0,Low,0,High,2,2,4,1012.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1235.25
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,1159.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1120.25
No,Air Miles,0,Letter,0,Medium,1,High,2,3,2,347.25
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,976.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,4,1119.75
No,Points,3,Postcard,1,High,3,Medium,1,1,4,902.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,4,4,898.5
No,Points,3,Letter,0,Low,0,Medium,1,1,5,1085.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,252.25
No,Points,3,Letter,0,Low,0,High,2,1,3,1055.75
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,1063.5
Yes,Points,3,Postcard,1,Medium,1,Medium,1,1,3,132.25
No,Points,3,Letter,0,Medium,1,High,2,2,4,839
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,3,1012
No,Cash Back,1,Letter,0,High,3,High,2,1,4,879.25
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,883
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,932.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,5,1028.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,4,284.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,4,1101.75
No,Points,3,Postcard,1,Low,0,Medium,1,3,3,268.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,2,787.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1156.25
No,Cash Back,1,Postcard,1,Low,0,High,2,3,5,787.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,1323.75
No,Air Miles,0,Postcard,1,High,3,Low,0,2,4,1403
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,1457.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,4,1052.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,3,753
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,1,3,209.5
No,Air Miles,0,Postcard,1,High,3,Low,0,1,4,979
No,Cash Back,1,Letter,0,High,3,Low,0,2,3,1273.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,4,1056.5
No,Cash Back,1,Postcard,1,Low,0,High,2,1,5,1452.75
No,Points,3,Postcard,1,High,3,Medium,1,2,4,337.75
No,Points,3,Letter,0,Medium,1,Medium,1,4,3,956.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,1,870.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,1,1314.25
No,Cash Back,1,Postcard,1,High,3,Low,0,2,4,838.75
No,Air Miles,0,Letter,0,Low,0,High,2,3,5,1281.75
No,Air Miles,0,Letter,0,Low,0,Low,0,4,2,1019
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,4,1793.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1094.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,360.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,902.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,6,693.75
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,988
No,Cash Back,1,Postcard,1,Low,0,High,2,1,4,994.75
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,1131.75
No,Cash Back,1,Postcard,1,High,3,Low,0,2,4,1180.5
No,Air Miles,0,Postcard,1,High,3,Low,0,2,1,876.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,4,4,1073
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,770
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,954.5
Yes,Points,3,Postcard,1,Low,0,Low,0,2,4,768
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,3,1075.75
No,Points,3,Postcard,1,High,3,High,2,1,3,1133.25
Yes,Points,3,Letter,0,Low,0,Low,0,1,3,1217.75
No,Cash Back,1,Letter,0,Low,0,High,2,2,2,1287.25
No,Points,3,Letter,0,Medium,1,High,2,3,5,1095.25
No,Points,3,Postcard,1,High,3,High,2,2,5,1278.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,935.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,4,947
No,Points,3,Letter,0,Medium,1,Low,0,2,2,1209.25
No,Points,3,Postcard,1,Low,0,Medium,1,2,5,1224.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,1,1200.5
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,927.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1258
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,1238
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1048.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1269.25
No,Air Miles,0,Letter,0,High,3,Low,0,3,2,1054
No,Air Miles,0,Letter,0,Medium,1,High,2,4,3,1230.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,197.25
No,Points,3,Letter,0,High,3,Low,0,2,3,1102.5
No,Air Miles,0,Letter,0,Low,0,Low,0,1,4,1384.25
No,Cash Back,1,Postcard,1,Low,0,High,2,1,5,869.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,4,224
No,Cash Back,1,Letter,0,High,3,Medium,1,2,1,1044
No,Points,3,Postcard,1,Medium,1,High,2,3,4,1094.75
No,Points,3,Postcard,1,Low,0,High,2,1,5,425.75
No,Air Miles,0,Postcard,1,Low,0,High,2,1,3,1157.75
No,Cash Back,1,Letter,0,Low,0,High,2,1,2,1095.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,1199.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,1,1052.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,214.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,5,1171.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,5,1080.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,173
No,Points,3,Letter,0,Medium,1,Medium,1,2,2,1040.25
No,Points,3,Postcard,1,High,3,Medium,1,2,6,944.75
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,1150
No,Points,3,Postcard,1,Medium,1,High,2,3,3,231.75
No,Cash Back,1,Letter,0,Low,0,Low,0,1,2,132.25
No,Cash Back,1,Postcard,1,Low,0,High,2,2,4,686.25
Yes,Points,3,Postcard,1,High,3,Medium,1,1,3,1256.75
No,Air Miles,0,Letter,0,Low,0,High,2,1,4,1074.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,4,870.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,3,341.75
No,Points,3,Postcard,1,High,3,Low,0,2,4,1034.25
No,Air Miles,0,Letter,0,Medium,1,High,2,1,4,1276.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,5,803.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,5,1142.25
No,Points,3,Letter,0,Medium,1,High,2,1,4,223
No,Air Miles,0,Letter,0,Medium,1,High,2,2,2,1280.75
No,Points,3,Letter,0,Medium,1,Low,0,2,5,1008.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,1704.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,2,1333
No,Points,3,Letter,0,Medium,1,Low,0,2,2,905.75
No,Points,3,Postcard,1,Low,0,Low,0,2,5,310.5
No,Cash Back,1,Postcard,1,High,3,High,2,2,5,1006.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,5,1132.25
No,Points,3,Letter,0,High,3,Medium,1,3,2,776.5
No,Points,3,Postcard,1,High,3,Medium,1,3,4,172
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,940
No,Cash Back,1,Letter,0,High,3,Low,0,3,1,335.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,1047.75
No,Points,3,Postcard,1,Medium,1,High,2,1,3,918.25
No,Air Miles,0,Postcard,1,High,3,High,2,3,2,1023.75
No,Points,3,Letter,0,High,3,Low,0,1,4,1085
No,Cash Back,1,Postcard,1,Low,0,Medium,1,3,1,1138
Yes,Points,3,Postcard,1,Medium,1,Low,0,2,5,1169
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,1,369.5
No,Points,3,Postcard,1,High,3,Medium,1,1,4,1196
No,Points,3,Postcard,1,Medium,1,Low,0,3,5,193.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,3,623
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,787.25
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1293.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,1774
No,Cash Back,1,Postcard,1,Low,0,High,2,2,3,1096
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,248.75
Yes,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,882.5
No,Air Miles,0,Postcard,1,Low,0,High,2,2,6,879
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,2,1044.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,2,1252.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,757
No,Cash Back,1,Postcard,1,Low,0,High,2,2,2,699.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,4,4,1054
No,Cash Back,1,Postcard,1,High,3,High,2,3,3,267.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,2,179.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,2,949.25
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,1220.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,4,200.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,936.25
No,Points,3,Letter,0,High,3,High,2,1,1,1156.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,1078
No,Cash Back,1,Letter,0,Medium,1,High,2,3,5,720.25
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1213.25
No,Points,3,Letter,0,High,3,Medium,1,4,5,957.25
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,723.75
Yes,Points,3,Postcard,1,High,3,Low,0,1,4,942.5
No,Points,3,Letter,0,Medium,1,Medium,1,3,2,255.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,4,1287
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1075.75
No,Points,3,Letter,0,Low,0,Medium,1,1,3,1192.75
No,Points,3,Letter,0,High,3,Medium,1,3,4,1095.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,717.25
No,Air Miles,0,Letter,0,Low,0,Low,0,1,5,1075.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,931
No,Air Miles,0,Postcard,1,Low,0,Medium,1,3,4,1193.75
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,987.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,1290
No,Points,3,Letter,0,Medium,1,Medium,1,1,5,1118.25
No,Points,3,Letter,0,High,3,Low,0,2,4,1176.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1093.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,5,1084.5
No,Points,3,Postcard,1,Medium,1,High,2,4,4,732.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,4,920.25
No,Air Miles,0,Letter,0,High,3,High,2,1,4,1002.5
Yes,Cash Back,1,Postcard,1,High,3,Low,0,1,3,933.75
No,Air Miles,0,Postcard,1,High,3,High,2,2,5,1035.25
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1083
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1140.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,5,827.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,3,1074.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,165
No,Cash Back,1,Postcard,1,Low,0,Low,0,3,3,247
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,611
No,Cash Back,1,Postcard,1,High,3,High,2,2,3,1076.25
No,Cash Back,1,Letter,0,High,3,High,2,2,4,715.25
No,Cash Back,1,Letter,0,High,3,High,2,2,5,1180.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,1198.5
Yes,Points,3,Postcard,1,Medium,1,High,2,2,4,1038.25
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1129
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,750.5
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1051.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,2,1517.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1341
No,Points,3,Letter,0,High,3,High,2,1,4,1111.25
No,Air Miles,0,Letter,0,Medium,1,High,2,4,5,579.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,5,738.75
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1332.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,3,3,1129.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,780
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,3,903
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,3,1046.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,1083.75
No,Cash Back,1,Letter,0,High,3,Medium,1,1,4,1019.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,3,174.75
No,Points,3,Postcard,1,Low,0,Low,0,2,3,1449.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,993.25
No,Cash Back,1,Letter,0,Low,0,Low,0,3,4,270.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,955
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,1108.75
No,Points,3,Letter,0,Low,0,Medium,1,2,5,1043.25
No,Points,3,Letter,0,Medium,1,Low,0,1,3,869.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,225.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,6,1113.75
No,Points,3,Postcard,1,Low,0,Medium,1,2,2,1765.75
No,Points,3,Postcard,1,Medium,1,High,2,4,3,814.5
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,972.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,2,686.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1194.75
No,Points,3,Letter,0,Medium,1,High,2,1,4,731.5
No,Points,3,Postcard,1,Low,0,Medium,1,3,4,1470.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,4,224.75
Yes,Points,3,Postcard,1,Low,0,Low,0,1,4,1467.75
No,Cash Back,1,Postcard,1,High,3,High,2,3,3,1026.25
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,3,3,873
No,Air Miles,0,Letter,0,High,3,Medium,1,1,4,1243.5
Yes,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,153
No,Points,3,Postcard,1,Low,0,High,2,2,4,1161.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,6,987
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,1298
No,Points,3,Postcard,1,Medium,1,High,2,2,5,1094.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,4,990.5
No,Air Miles,0,Letter,0,Medium,1,High,2,1,6,1092
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,1160.5
No,Cash Back,1,Letter,0,High,3,High,2,2,5,1049.5
No,Points,3,Letter,0,High,3,Medium,1,2,4,826
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,5,217.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,890.25
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,982
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,1044.25
No,Points,3,Letter,0,High,3,Medium,1,2,2,657.5
No,Air Miles,0,Letter,0,High,3,High,2,1,2,758.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,986
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,5,616
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,1018.25
No,Points,3,Letter,0,Medium,1,Medium,1,3,3,1156
No,Points,3,Letter,0,Low,0,Medium,1,1,5,1664.25
No,Air Miles,0,Letter,0,High,3,Low,0,2,4,925
Yes,Points,3,Postcard,1,High,3,Low,0,2,6,1085.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,718
No,Air Miles,0,Letter,0,Low,0,High,2,2,4,1314.75
No,Points,3,Postcard,1,Low,0,Medium,1,3,5,877.5
No,Points,3,Letter,0,Medium,1,High,2,2,3,276.75
No,Cash Back,1,Letter,0,Low,0,Low,0,3,4,994.5
No,Air Miles,0,Letter,0,Low,0,High,2,2,5,1102.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,196.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,1130.75
No,Air Miles,0,Letter,0,Low,0,Low,0,1,3,946.75
Yes,Cash Back,1,Postcard,1,High,3,Low,0,2,3,689
No,Points,3,Letter,0,Medium,1,Medium,1,2,3,714.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,318.25
No,Air Miles,0,Postcard,1,High,3,High,2,1,3,940.75
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,1003.25
No,Points,3,Letter,0,Low,0,Low,0,1,3,1134.25
No,Air Miles,0,Letter,0,High,3,Medium,1,2,2,1096.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,3,214.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,1150.5
No,Points,3,Letter,0,High,3,Medium,1,2,5,278.5
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,1222
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1063
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,4,337
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1071.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,2,1007.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,6,822.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,1168.75
